ACCEPT_HANDOVER
BIND_NOTIFICATION_LISTENER_SERVICE
BIND_PACKAGE_VERIFIER
BIND_PHONE_ACCOUNT_SUGGESTION_SERVICE
BIND_PRINT_RECOMMENDATION_SERVICE
BIND_PRINT_SERVICE
BIND_PRINT_SPOOLER_SERVICE
BIND_QUICK_SETTINGS_TILE
BIND_REMOTE_DISPLAY
BIND_REMOTEVIEWS
BIND_RESOLVER_RANKER_SERVICE
BIND_ROUTE_PROVIDER
BIND_RUNTIME_PERMISSION_PRESENTER_SERVICE
BIND_SCREENING_SERVICE
BIND_SETTINGS_SUGGESTIONS_SERVICE
BIND_SOUND_TRIGGER_DETECTION_SERVICE
BIND_TELECOM_CONNECTION_SERVICE
BIND_TELEPHONY_DATA_SERVICE
BIND_TELEPHONY_NETWORK_SERVICE
BIND_TEXT_SERVICE
BIND_TEXTCLASSIFIER_SERVICE
BIND_TRUST_AGENT
BIND_TV_INPUT
BIND_TV_REMOTE_SERVICE
BIND_VISUAL_VOICEMAIL_SERVICE
BIND_VOICE_INTERACTION
BIND_VPN_SERVICE
BIND_VR_LISTENER_SERVICE
BIND_WALLPAPER
BLUETOOTH
BLUETOOTH_ADMIN
BLUETOOTH_MAP
BLUETOOTH_PRIVILEGED
BLUETOOTH_STACK
BODY_SENSORS
BRICK
BRIGHTNESS_SLIDER_USAGE
BROADCAST_NETWORK_PRIVILEGED
BROADCAST_PACKAGE_REMOVED
BROADCAST_SMS
BROADCAST_STICKY
BROADCAST_WAP_PUSH
CACHE_CONTENT
CALL_COMPANION_APP
CALL_PHONE
CALL_PRIVILEGED
CAMERA
CAMERA_DISABLE_TRANSMIT_LED
CAMERA_SEND_SYSTEM_EVENTS
CAPTURE_AUDIO_HOTWORD
CAPTURE_AUDIO_OUTPUT
CAPTURE_SECURE_VIDEO_OUTPUT
CAPTURE_TV_INPUT
CAPTURE_VIDEO_OUTPUT
CARRIER_FILTER_SMS
CHANGE_ACCESSIBILITY_VOLUME
CHANGE_APP_IDLE_STATE
CHANGE_BACKGROUND_DATA_SETTING
CHANGE_COMPONENT_ENABLED_STATE
CHANGE_CONFIGURATION
CHANGE_DEVICE_IDLE_TEMP_WHITELIST
CHANGE_HDMI_CEC_ACTIVE_SOURCE
CHANGE_LOWPAN_STATE
CHANGE_NETWORK_STATE
CHANGE_OVERLAY_PACKAGES
CHANGE_WIFI_MULTICAST_STATE
CHANGE_WIFI_STATE
CHANGE_WIMAX_STATE
CLEAR_APP_CACHE
CLEAR_APP_GRANTED_URI_PERMISSIONS
CLEAR_APP_USER_DATA
CONFIGURE_DISPLAY_BRIGHTNESS
CONFIGURE_DISPLAY_COLOR_MODE
CONFIGURE_WIFI_DISPLAY
CONFIRM_FULL_BACKUP
CONNECTIVITY_INTERNAL
CONNECTIVITY_USE_RESTRICTED_NETWORKS
CONTROL_ALWAYS_ON_VPN
CONTROL_DISPLAY_BRIGHTNESS
CONTROL_DISPLAY_SATURATION
CONTROL_INCALL_EXPERIENCE
CONTROL_KEYGUARD
CONTROL_LOCATION_UPDATES
CONTROL_REMOTE_APP_TRANSITION_ANIMATIONS
CONTROL_VPN
CONTROL_WIFI_DISPLAY
COPY_PROTECTED_DATA
CREATE_USERS
CRYPT_KEEPER
DELETE_CACHE_FILES
DELETE_PACKAGES
DEVICE_POWER
DIAGNOSTIC
DISABLE_HIDDEN_API_CHECKS
DISABLE_INPUT_DEVICE
DISABLE_KEYGUARD
DISPATCH_NFC_MESSAGE
DISPATCH_PROVISIONING_MESSAGE
DUMP
DVB_DEVICE
EXPAND_STATUS_BAR
FACTORY_TEST
FILTER_EVENTS
FLASHLIGHT
FORCE_BACK
FORCE_PERSISTABLE_URI_PERMISSIONS
FORCE_STOP_PACKAGES
FOREGROUND_SERVICE
FRAME_STATS
FREEZE_SCREEN
GET_ACCOUNTS
GET_ACCOUNTS_PRIVILEGED
GET_APP_GRANTED_URI_PERMISSIONS
GET_APP_OPS_STATS
GET_DETAILED_TASKS
GET_INTENT_SENDER_INTENT
GET_PACKAGE_SIZE
GET_PASSWORD
GET_PROCESS_STATE_AND_OOM_SCORE
GET_TASKS
GET_TOP_ACTIVITY_INFO
GLOBAL_SEARCH
GLOBAL_SEARCH_CONTROL
GRANT_RUNTIME_PERMISSIONS
HARDWARE_TEST
HDMI_CEC
HIDE_NON_SYSTEM_OVERLAY_WINDOWS
INJECT_EVENTS
INSTALL_GRANT_RUNTIME_PERMISSIONS
INSTALL_LOCATION_PROVIDER
INSTALL_PACKAGE_UPDATES
INSTALL_PACKAGES
INSTALL_SELF_UPDATES
INSTANT_APP_FOREGROUND_SERVICE
INTENT_FILTER_VERIFICATION_AGENT
INTERACT_ACROSS_USERS
INTERACT_ACROSS_USERS_FULL
INTERNAL_DELETE_CACHE_FILES
INTERNAL_SYSTEM_WINDOW
INTERNET
INVOKE_CARRIER_SETUP
KILL_BACKGROUND_PROCESSES
KILL_UID
LAUNCH_TRUST_AGENT_SETTINGS
LOCAL_MAC_ADDRESS
LOCATION_HARDWARE
LOOP_RADIO
MANAGE_ACCOUNTS
MANAGE_ACTIVITY_STACKS
MANAGE_APP_OPS_MODES
MANAGE_APP_OPS_RESTRICTIONS
MANAGE_APP_TOKENS
MANAGE_AUDIO_POLICY
MANAGE_AUTO_FILL
MANAGE_BIND_INSTANT_SERVICE
MANAGE_BLUETOOTH_WHEN_PERMISSION_REVIEW_REQUIRED
MANAGE_CA_CERTIFICATES
MANAGE_CAMERA
MANAGE_CARRIER_OEM_UNLOCK_STATE
MANAGE_DEVICE_ADMINS
MANAGE_DOCUMENTS
MANAGE_DYNAMIC_ANDROID
MANAGE_FINGERPRINT
MANAGE_IPSEC_TUNNELS
MANAGE_LOWPAN_INTERFACES
MANAGE_MEDIA_PROJECTION
MANAGE_NETWORK_POLICY
MANAGE_NOTIFICATIONS
MANAGE_OWN_CALLS
MANAGE_PROFILE_AND_DEVICE_OWNERS
MANAGE_SCOPED_ACCESS_DIRECTORY_PERMISSIONS
MANAGE_SENSORS
MANAGE_SLICE_PERMISSIONS
MANAGE_SOUND_TRIGGER
MANAGE_SUBSCRIPTION_PLANS
MANAGE_TEST_NETWORKS
MANAGE_USB
MANAGE_USER_OEM_UNLOCK_STATE
MANAGE_USERS
MANAGE_VOICE_KEYPHRASES
MANAGE_WIFI_WHEN_PERMISSION_REVIEW_REQUIRED
MASTER_CLEAR
MEDIA_CONTENT_CONTROL
MODIFY_ACCESSIBILITY_DATA
MODIFY_APPWIDGET_BIND_PERMISSIONS
MODIFY_AUDIO_ROUTING
MODIFY_AUDIO_SETTINGS
MODIFY_CELL_BROADCASTS
MODIFY_DAY_NIGHT_MODE
MODIFY_NETWORK_ACCOUNTING
MODIFY_PARENTAL_CONTROLS
MODIFY_PHONE_STATE
MODIFY_QUIET_MODE
MODIFY_THEME_OVERLAY
MONITOR_DEFAULT_SMS_PACKAGE
MOUNT_FORMAT_FILESYSTEMS
MOUNT_UNMOUNT_FILESYSTEMS
MOVE_PACKAGE
NET_ADMIN
NET_TUNNELING
NETWORK_BYPASS_PRIVATE_DNS
NETWORK_SCAN
NETWORK_SETTINGS
NETWORK_SETUP_WIZARD
NETWORK_SIGNAL_STRENGTH_WAKEUP
NETWORK_STACK
NFC
NFC_HANDOVER_STATUS
NFC_TRANSACTION_EVENT
NOTIFICATION_DURING_SETUP
NOTIFY_PENDING_SYSTEM_UPDATE
NOTIFY_TV_INPUTS
OBSERVE_APP_USAGE
OBSERVE_GRANT_REVOKE_PERMISSIONS
OEM_UNLOCK_STATE
OPEN_APPLICATION_DETAILS_OPEN_BY_DEFAULT_PAGE
OVERRIDE_WIFI_CONFIG
PACKAGE_USAGE_STATS
PACKAGE_VERIFICATION_AGENT
PACKET_KEEPALIVE_OFFLOAD
PEERS_MAC_ADDRESS
PERFORM_CDMA_PROVISIONING
PERFORM_SIM_ACTIVATION
PERSISTENT_ACTIVITY
PROCESS_OUTGOING_CALLS
PROVIDE_RESOLVER_RANKER_SERVICE
PROVIDE_TRUST_AGENT
QUERY_DO_NOT_ASK_CREDENTIALS_ON_BOOT
QUERY_TIME_ZONE_RULES
READ_BLOCKED_NUMBERS
READ_CALENDAR
READ_CALL_LOG
READ_CELL_BROADCASTS
READ_CONTACTS
READ_CONTENT_RATING_SYSTEMS
READ_DREAM_STATE
READ_EXTERNAL_STORAGE
READ_FRAME_BUFFER
READ_INPUT_STATE
READ_INSTALL_SESSIONS
READ_LOGS
READ_LOWPAN_CREDENTIAL
READ_NETWORK_USAGE_HISTORY
READ_OEM_UNLOCK_STATE
READ_PHONE_NUMBERS
READ_PHONE_STATE
READ_PRECISE_PHONE_STATE
READ_PRINT_SERVICE_RECOMMENDATIONS
READ_PRINT_SERVICES
READ_PRIVILEGED_PHONE_STATE
READ_PROFILE
READ_RUNTIME_PROFILES
READ_SEARCH_INDEXABLES
READ_SMS
READ_SOCIAL_STREAM
READ_SYNC_SETTINGS
READ_SYNC_STATS
READ_SYSTEM_UPDATE_INFO
READ_USER_DICTIONARY
READ_WALLPAPER_INTERNAL
READ_WIFI_CREDENTIAL
REAL_GET_TASKS
REBOOT
RECEIVE_BLUETOOTH_MAP
RECEIVE_BOOT_COMPLETED
RECEIVE_DATA_ACTIVITY_CHANGE
RECEIVE_EMERGENCY_BROADCAST
RECEIVE_MEDIA_RESOURCE_USAGE
RECEIVE_MMS
RECEIVE_SMS
RECEIVE_STK_COMMANDS
RECEIVE_WAP_PUSH
RECEIVE_WIFI_CREDENTIAL_CHANGE
RECORD_AUDIO
RECOVER_KEYSTORE
RECOVERY
REGISTER_CALL_PROVIDER
REGISTER_CONNECTION_MANAGER
REGISTER_SIM_SUBSCRIPTION
REGISTER_WINDOW_MANAGER_LISTENERS
REMOTE_AUDIO_PLAYBACK
REMOVE_DRM_CERTIFICATES
REMOVE_TASKS
REORDER_TASKS
REQUEST_COMPANION_RUN_IN_BACKGROUND
REQUEST_COMPANION_USE_DATA_IN_BACKGROUND
REQUEST_DELETE_PACKAGES
REQUEST_IGNORE_BATTERY_OPTIMIZATIONS
REQUEST_INSTALL_PACKAGES
REQUEST_NETWORK_SCORES
RESET_FINGERPRINT_LOCKOUT
RESET_SHORTCUT_MANAGER_THROTTLING
RESTART_PACKAGES
RESTRICTED_VR_ACCESS
RETRIEVE_WINDOW_CONTENT
RETRIEVE_WINDOW_TOKEN
REVOKE_RUNTIME_PERMISSIONS
RUN_IN_BACKGROUND
SCORE_NETWORKS
SEND_EMBMS_INTENTS
SEND_RESPOND_VIA_MESSAGE
SEND_SHOW_SUSPENDED_APP_DETAILS
SEND_SMS
SEND_SMS_NO_CONFIRMATION
SERIAL_PORT
SET_ACTIVITY_WATCHER
SET_ALWAYS_FINISH
SET_ANIMATION_SCALE
SET_DEBUG_APP
SET_DISPLAY_OFFSET
SET_HARMFUL_APP_WARNINGS
SET_INPUT_CALIBRATION
SET_KEYBOARD_LAYOUT
SET_MEDIA_KEY_LISTENER
SET_ORIENTATION
SET_POINTER_SPEED
SET_PREFERRED_APPLICATIONS
SET_PROCESS_LIMIT
SET_SCREEN_COMPATIBILITY
SET_TIME
SET_TIME_ZONE
SET_VOLUME_KEY_LONG_PRESS_LISTENER
SET_WALLPAPER
SET_WALLPAPER_COMPONENT
SET_WALLPAPER_HINTS
SHOW_KEYGUARD_MESSAGE
SHUTDOWN
SIGNAL_PERSISTENT_PROCESSES
START_ANY_ACTIVITY
START_TASKS_FROM_RECENTS
STATSCOMPANION
STATUS_BAR
STATUS_BAR_SERVICE
STOP_APP_SWITCHES
STORAGE_INTERNAL
SUBSCRIBED_FEEDS_READ
SUBSCRIBED_FEEDS_WRITE
SUBSTITUTE_NOTIFICATION_APP_NAME
SUSPEND_APPS
SYSTEM_ALERT_WINDOW
TABLET_MODE
TEMPORARY_ENABLE_ACCESSIBILITY
TEST_BLACKLISTED_PASSWORD
TETHER_PRIVILEGED
TRANSMIT_IR
TRIGGER_TIME_ZONE_RULES_CHECK
TRUST_LISTENER
TV_INPUT_HARDWARE
TV_VIRTUAL_REMOTE_CONTROLLER
UNLIMITED_SHORTCUTS_API_CALLS
UPDATE_APP_OPS_STATS
UPDATE_CONFIG
UPDATE_DEVICE_STATS
UPDATE_LOCK
UPDATE_LOCK_TASK_PACKAGES
UPDATE_TIME_ZONE_RULES
USE_BIOMETRIC
USE_COLORIZED_NOTIFICATIONS
USE_CREDENTIALS
USE_DATA_IN_BACKGROUND
USE_FINGERPRINT
USE_RESERVED_DISK
USE_SIP
USER_ACTIVITY
VIBRATE
VIEW_INSTANT_APPS
WAKE_LOCK
WATCH_APPOPS
WRITE_APN_SETTINGS
WRITE_BLOCKED_NUMBERS
WRITE_CALENDAR
WRITE_CALL_LOG
WRITE_CONTACTS
WRITE_DREAM_STATE
WRITE_EMBEDDED_SUBSCRIPTIONS
WRITE_EXTERNAL_STORAGE
WRITE_GSERVICES
WRITE_MEDIA_STORAGE
WRITE_PROFILE
WRITE_SECURE_SETTINGS
WRITE_SETTINGS
WRITE_SMS
WRITE_SOCIAL_STREAM
WRITE_SYNC_SETTINGS
WRITE_USER_DICTIONARY
